,user,date,text,location,coordinates
12,kambrmedia,Mon Jun 17 23:43:26 +0000 2019,RT @Johnslattery100: From the Paris Air Show - our first order! Up to 39 #E175 for United Airlines. Deliveries start in 2020. https://t.co/…,New York,
13,alexapayeur_,Mon Jun 17 23:40:39 +0000 2019,RT @thespideypisces: someone get me on a united airlines flight right this second https://t.co/aahDSPKcCB,,
14,LA_Aviation,Mon Jun 17 23:35:00 +0000 2019,United Airlines orders new Embraer E175s to refresh its United Express fleet: The Points Guy -https://t.co/Y2s18yN2xy,"Pasadena, California",
15,PSBJaero,Mon Jun 17 23:33:43 +0000 2019,My #avgeek Monday commuter read: Most interesting deal spawned at  #PAS19 #ParisAirShow2019 #SalonDuBourget is this… https://t.co/DNWzfWOaGk,"Seattle, WA",
16,Shawnda_KC,Mon Jun 17 23:31:07 +0000 2019,"As Only US Airline to Use Biofuel on Regular Basis, All United Flights From LA Are Now Powered By Biofuel.… https://t.co/SdmKZTQ2w5","Kansas City, MO",
17,poandpo,Mon Jun 17 23:31:04 +0000 2019,Embraer and United Airlines sign contract for up to 39 E175s worth $1.9 billion https://t.co/lKQCl4RIyK #Companies… https://t.co/3iFAyx2ISZ,World,
18,__QueenVee,Mon Jun 17 23:30:58 +0000 2019,RT @__LaJefa__: S/O to United Airlines for telling me 5 minutes before my flight was scheduled to board that it was no longer delayed #Unit…,"Virginia, USA",
19,RunRocknRoll,Mon Jun 17 23:24:00 +0000 2019,"Don't miss out! 🏃🏃‍♀️

Register for the 2020 @united Airlines #RnRDC or 2020 @united Airlines #RnRSanFrancisco  by… https://t.co/5gdjZlkeOQ",📸& 👻: RunRocknRoll,
20,kimlou55,Mon Jun 17 23:15:02 +0000 2019,@united airlines really sucks right now. Information on app is inconsistent with what we r being told. Flight to Ba… https://t.co/pUYzcaRLrg,,
21,RexKwonDan,Mon Jun 17 23:13:05 +0000 2019,"Congratulations to @united airlines.👏 Today is my 7th flight of the year on United, and all 7 have been late. A per… https://t.co/th7eU8qmXU",,
22,Sportsguy1973,Mon Jun 17 23:11:22 +0000 2019,I'm thinking this might cause a longer delay for my flight. I think I have to live at the airport now @ United Airl… https://t.co/wjzuwsvAPC,Mile High City,
23,SteveGoold,Mon Jun 17 23:10:07 +0000 2019,"@JosephSardella_ @united Man... what a bummer. I’m so sorry. 

For real, this is the kind of stuff that creates cus… https://t.co/rluUocyJfZ","Phoenix, AZ",
24,FRANCIS39781980,Mon Jun 17 23:08:40 +0000 2019,##  SHARE  THE  TOURISM  AUSTRALIA  WITH  THE  AMERICAN  AIRLINES  IN  NEW  YORK   UNITED  STATES  .  ## https://t.co/zlxA1H6nbU,,
25,FRANCIS39781980,Mon Jun 17 23:07:46 +0000 2019,##  SHARE  THE  TAP  AIR  PORTUGAL  IN  LISBON  PORTUGAL  WITH  THE  UNITED  AIRLINES  IN  LOS  ANGELES  CALIFORNIA… https://t.co/ujFTY9K7IX,,
26,xhertx,Mon Jun 17 23:07:41 +0000 2019,"RT @chicagotribune: An anti-flying movement in Sweden known as flygskam, or ""flight shame,"" has drawn the aviation industry's attention. Bu…",warnsomegraphicphotosbadnews,
27,hydecablecar,Mon Jun 17 23:07:02 +0000 2019,"@ZuzuOnFire Gershwin's ""Rhapsody in Blue,"" now the misappropriated anthem of God-awful United Airlines.","California, USA",
28,shkipaus,Mon Jun 17 23:02:10 +0000 2019,"RT @chicagotribune: An anti-flying movement in Sweden known as flygskam, or ""flight shame,"" has drawn the aviation industry's attention. Bu…",,
29,AltierAndrew,Mon Jun 17 23:01:40 +0000 2019,@DMan1954Gojira @RichardDorton @theJasonLiles @TJStorm01 @actordougjones @united what did united airlines do?,,
30,mseyfang,Mon Jun 17 22:59:55 +0000 2019,@ron_fournier Airlines are bad. No excuse for this @united.,California,
31,AnalyticaGlobal,Mon Jun 17 22:55:54 +0000 2019,"An anti-flying movement in Sweden known as flygskam, or ""flight shame,"" has drawn the aviation industry's attention… https://t.co/jB3Z9IgjTl",Worldwide,
32,rlaboy92,Mon Jun 17 22:52:35 +0000 2019,Breed Specific Legislation is BULLSHIT #united #AA #continental #airlines #usa,,
33,MikaelaSkyeSays,Mon Jun 17 22:49:11 +0000 2019,"RT @chicagotribune: An anti-flying movement in Sweden known as flygskam, or ""flight shame,"" has drawn the aviation industry's attention. Bu…",,
34,chicagotribune,Mon Jun 17 22:46:15 +0000 2019,"An anti-flying movement in Sweden known as flygskam, or ""flight shame,"" has drawn the aviation industry's attention… https://t.co/tKJcONfvG8","Chicago, IL",
35,alexiscain93,Mon Jun 17 22:43:38 +0000 2019,RT @USATODAY: A United Airlines pilot stepped up to help a stranded college student by paying for her flight back to school after her plane…,Kentucky,
36,e_newsUS,Mon Jun 17 22:42:42 +0000 2019,Passenger claims United Airlines flight was infested with ants - https://t.co/Nab6HekYC4 https://t.co/D7WNk0fisD,United States,
37,NatalyaVakhnina,Mon Jun 17 22:42:01 +0000 2019,united airlines flight 51  sun country airlines book a flight,,
38,KylieSuee_,Mon Jun 17 22:38:32 +0000 2019,@kelseydarragh @EWRairport @united https://t.co/9RdLrXflkN  also ask around at the united airlines baggage claim office.,,
39,RickLavaL,Mon Jun 17 22:32:48 +0000 2019,"#myteam ✈️💪🏾
A United pilot paid for a stranded college student's flight: 'There are no words' https://t.co/Y7q7nzddYW",chicago,
40,poandpo,Mon Jun 17 22:31:05 +0000 2019,Embraer and United Airlines sign contract for up to 39 E175s worth $1.9 billion https://t.co/lKQCl4RIyK #Companies… https://t.co/N6UNKYiX7M,World,
41,robertrolwing,Mon Jun 17 22:30:20 +0000 2019,Future Boeing partner wins United Airlines deal at Paris Air Show https://t.co/085Jy2s7mK,"Chicago,Il,USA",
42,brandonsblog,Mon Jun 17 22:29:11 +0000 2019,"RT @airwayslive: #PAS19 Embraer has unveiled its first order of the week with United Airlines, under the Express subsidiary for up to 39 E1…","Seattle, WA",
43,JoshuaOsborne,Mon Jun 17 22:27:28 +0000 2019,"Frustrating travel experience with United Airlines, however #SouthwestAirlines really picked up the slack and we ar… https://t.co/MgNAi04v06","Oakland, CA",
44,Salem_Statesman,Mon Jun 17 22:27:03 +0000 2019,A United pilot paid for a stranded college student's flight: 'There are no words' https://t.co/12W1zT21OE,"Salem, OR",
45,sumeetsikka,Mon Jun 17 22:26:50 +0000 2019,@united UA sucks big time. No more consolidation of airlines.,,
46,kevindk82,Mon Jun 17 22:26:16 +0000 2019,@united @Delta @AmericanAir @HawaiianAir @FlyFrontier @JetBlue @SouthwestAir @SunCountryAir @VirginAmerica… https://t.co/2aTrIp7GSn,,
47,MacCocktail,Mon Jun 17 22:24:10 +0000 2019,"No options to go home as I would have been willing to fly anytime today from SMF. So by 3:30 AM, I was put into a t… https://t.co/LVWO0RxZKQ",New Orleans,
48,kemling_becky,Mon Jun 17 22:23:34 +0000 2019,RT @freep: A United pilot paid for a stranded college student's flight: 'There are no words' https://t.co/CZlxWuTxcr,,
49,freep,Mon Jun 17 22:20:06 +0000 2019,A United pilot paid for a stranded college student's flight: 'There are no words' https://t.co/CZlxWuTxcr,Detroit,
50,OjiiChanOKC,Mon Jun 17 22:18:07 +0000 2019,So many folks hate on United but American Airlines cancelled my flight this morning at 1230 am and couldn’t get me… https://t.co/VJg1Uep37w,Midwest City,
51,NicoLassoR,Mon Jun 17 22:16:05 +0000 2019,"US major United  #Airlines has placed a firm order for 20 more  #Embraer 175s and taken options on a further 19, co… https://t.co/hUoj5U2twF","Quito, Ecuador",
52,TMFStockAdvisor,Mon Jun 17 22:10:08 +0000 2019,"One of the most inconvenient travel experiences is missing a connecting flight. 

Enter: ConnectionSaver, a tool in… https://t.co/HGPu6iLnyI","Alexandria, VA",
53,ComunidadAvion,Mon Jun 17 22:09:20 +0000 2019,RT @PLANE_talking: United Airlines passengers discover their trans-Atlantic flight is crawling with ants https://t.co/b2Ap0GAQ7W https://t.…,Por el aire y aeropuertos!  ,
54,GreySkyed,Mon Jun 17 22:09:09 +0000 2019,"RT @BenjiBacker: When I’m president, I will ban the following:
-ticks
-mosquitoes
-pennies
-crocs
-cargo shorts
-Kia Souls
-United Airlines…","Love-on-Rawnfilt, Atlantis",
55,RichDiGiacomo1,Mon Jun 17 22:08:08 +0000 2019,RT @northjersey: Ants discovered on United Airlines plane bound for Newark Liberty International Airport https://t.co/nGPi7hDXvh,"Saddle Brook, NJ",
56,RaeFaiman,Mon Jun 17 22:07:55 +0000 2019,@dranginis_kate Also not an option. Join me in petitioning against united Airlines,chicago,
57,eileenquirke19,Mon Jun 17 22:07:41 +0000 2019,RT @USATODAY: A United Airlines pilot stepped up to help a stranded college student by paying for her flight back to school after her plane…,,
58,jrterrier5,Mon Jun 17 22:07:36 +0000 2019,RT @KarenBeishuizen: @Martina United Airlines pilot paid for stranded college student's flight https://t.co/YUmpwoGOMc,United States,
59,transworldtr,Mon Jun 17 22:07:06 +0000 2019,United Airlines passengers discover their trans-Atlantic flight is crawling with ants https://t.co/JAywZuCagk https://t.co/q20DhiNkdz,United States,
60,bevillevoice,Mon Jun 17 22:04:04 +0000 2019,"Sitting in the ground with @united airlines, and not a single drink in sight.  #polaris #businessclass :  the bigge… https://t.co/A90QnFqmom","Columbia, MD",
61,connectikpeople,Mon Jun 17 22:02:24 +0000 2019,RT @USATODAY: A United Airlines pilot stepped up to help a stranded college student by paying for her flight back to school after her plane…,Worldwide ,
62,rossxnick,Mon Jun 17 22:01:12 +0000 2019,GUYS LOOK AT WHAT THEY HAVE ON UNITED AIRLINES!! https://t.co/PWzXqz2uZ7,minnesota,
63,JenniferCurran1,Mon Jun 17 22:00:03 +0000 2019,The ConnectionSaver is dedicated to identifying departing flights that can be held for connecting customers. https://t.co/SBy61fpb1e,"Philadelphia, PA",
64,curatedhiphop,Mon Jun 17 22:00:01 +0000 2019,United Airlines &amp; 'Spider-Man: Far From Home' Team Up on Themed Amenity Kits https://t.co/aCTg35FY2G,"New York, NY",
65,sanaznosrat,Mon Jun 17 21:55:26 +0000 2019,Never thought I would say: 💚 you @united !!!! The environmentally friendly plan even includes food wrappers changin… https://t.co/n8rG8Vm85k,"New York, NY",
66,birdowltweets,Mon Jun 17 21:54:35 +0000 2019,United Airlines passengers discover their trans-Atlantic flight is crawling with ants https://t.co/wgGsneppHU via… https://t.co/Tv1N0f9loM,United States,
67,argielau,Mon Jun 17 21:48:08 +0000 2019,RT @PLANE_talking: United Airlines passengers discover their trans-Atlantic flight is crawling with ants https://t.co/b2Ap0GAQ7W https://t.…,little  turtles,
68,twintair737,Mon Jun 17 21:46:50 +0000 2019,RT @embraer: #NEWS | @Embraer and @United sign contract for up to 39 #E175 at the @salondubourget. Learn more: https://t.co/Dd0bhB05Z8 #PAS…,"Lyon, France",
69,DynamiteTravel,Mon Jun 17 21:45:10 +0000 2019,United Airlines passengers discover their trans-Atlantic flight is crawling with ants https://t.co/pV0juNre8t,Worldwide,
70,Carole_Bonaire,Mon Jun 17 21:44:49 +0000 2019,"RT @dailyrecord: Before the flight, a passenger alerted the staff that she had found several ants scattered around her, but the plane took…",,
71,PLANE_talking,Mon Jun 17 21:43:51 +0000 2019,United Airlines passengers discover their trans-Atlantic flight is crawling with ants https://t.co/b2Ap0GAQ7W https://t.co/1C0CpgjVmg,"Devon, UK and Around the World",
72,BerkeleyTaxiCab,Mon Jun 17 21:43:17 +0000 2019,RT @USATODAY: A United Airlines pilot stepped up to help a stranded college student by paying for her flight back to school after her plane…,"Berkeley, CA",
73,FRANCIS39781980,Mon Jun 17 21:42:45 +0000 2019,##  SHARE  THE  TRAVEL  VICTORIA  IN  AUSTRALIA  WITH  THE  AMERICAN AIRLINES  IN  NEW  YORK  IN  THE  UNITED  STAT… https://t.co/8QGsxDcQNJ,,
74,RealMohamed3,Mon Jun 17 21:40:04 +0000 2019,(@REALUSASENATORABSHIR ) REPLYING. TO  https://t.co/yyivbycXiR' good/LUCKY AND.  GOOD/BYE.      (COGRATLATION. UNIT… https://t.co/cwSIAyPXBw,,
75,JacobVasquezJr1,Mon Jun 17 21:39:40 +0000 2019,"@_Hero_Hei_ @united Ugh. United airlines, grow up.",,
76,andresweep1,Mon Jun 17 21:39:11 +0000 2019,RT @airfarewatchdog: Earlier this year low-cost carrier Allegiant expanded its route network from LA with flights to @GlacierNPS &amp; it seems…,,
77,BondParkerBond,Mon Jun 17 21:39:11 +0000 2019,"RT @AdamRackis: lol ""sit with your family"" is now something you pay extra for with United Airlines. https://t.co/9zwtDHJmeM","Silicon Slopes, Utah",
78,Raxm98,Mon Jun 17 21:34:26 +0000 2019,she posted on insta story pointing her shoe at KSA and UAE airlines which is something very disrespectful and bad A… https://t.co/k7SpvPlu1R,Riyadh,
79,poandpo,Mon Jun 17 21:31:05 +0000 2019,Embraer and United Airlines sign contract for up to 39 E175s worth $1.9 billion https://t.co/lKQCl4RIyK #Companies… https://t.co/HX8zKVn4vG,World,
80,dailyrecord,Mon Jun 17 21:30:01 +0000 2019,"Before the flight, a passenger alerted the staff that she had found several ants scattered around her, but the plan… https://t.co/rcjlmWSduK","Morris County, New Jersey",
81,OJulie777,Mon Jun 17 21:27:00 +0000 2019,RT @northjersey: Ants discovered on United Airlines plane bound for Newark Liberty International Airport https://t.co/nGPi7hDXvh,,
82,northjersey,Mon Jun 17 21:24:03 +0000 2019,Ants discovered on United Airlines plane bound for Newark Liberty International Airport https://t.co/nGPi7hDXvh,New Jersey,
83,GlavinW,Mon Jun 17 21:22:10 +0000 2019,"RT @AdamRackis: lol ""sit with your family"" is now something you pay extra for with United Airlines. https://t.co/9zwtDHJmeM",Dartmouth,
84,Needlecouch,Mon Jun 17 21:21:08 +0000 2019,Bewertung: United Airlines POLARIS Business Class in der Boeing 767 »  https://t.co/sUWrC71lyI,Ground,
85,Paydirt50,Mon Jun 17 21:19:01 +0000 2019,"I'm at @United Airlines in Los Angeles, CA https://t.co/ZNtEUxVo0M","Livingston, TX",
86,UnitedSucks6,Mon Jun 17 21:17:44 +0000 2019,@united The FAA showed this photo. I'm calling United Airlines out for LYING to the traveling public. Instructing y… https://t.co/QChO27Drtg,,
87,SapioGangsta,Mon Jun 17 21:17:40 +0000 2019,@ironman_dean1 Lmfaoooo I’m not a fan of united airlines. So who do you recommend?,,
88,kittyhawk1903,Mon Jun 17 21:16:34 +0000 2019,United Airlines will now hold planes for connecting flyers https://t.co/bOj88f42ux,"ÜT: 40.558999,-80.118516",
89,PinkSheepNews,Mon Jun 17 21:15:39 +0000 2019,A @united Airlines pilot stepped up to help a stranded college student by paying for her flight back to school afte… https://t.co/8ubQYlGVNO,"Collinsport, Maine",
90,josheac,Mon Jun 17 21:15:02 +0000 2019,"@applebyj @dahowlett @Kellblog @united US air travel infrastructure is operating well above its intended capacity,… https://t.co/T36MaG3OgH","Here, there, and everywhere",
91,AsburyParkPress,Mon Jun 17 21:15:00 +0000 2019,Ants discovered on United Airlines plane bound for Newark Liberty International Airport https://t.co/98ul2AqEzb,New Jersey Shore,
92,DawnMisodawn,Mon Jun 17 21:14:28 +0000 2019,RT @airfarewatchdog: San Francisco #SFO to Miami #MIA $257RT nonstop on American and United for late summer travel. https://t.co/6x1keytOou…,"Pittsburgh,PA",
93,DawnMisodawn,Mon Jun 17 21:14:26 +0000 2019,RT @airfarewatchdog: Earlier this year low-cost carrier Allegiant expanded its route network from LA with flights to @GlacierNPS &amp; it seems…,"Pittsburgh,PA",
